,count,percentile,highly_variable,highly_variable_rank,means,variances,variances_norm,dispersions,dispersions_norm,chrom,peak_type,manual_annotation_peaks,leiden_r1,gene_body_overlaps,nearest_gene,distance_to_tss,distance_to_tss_binned,accessibility_notochord,accessibility_spinal_cord,accessibility_primordial_germ_cells,accessibility_NMPs,accessibility_neural,accessibility_neural_floor_plate,accessibility_neural_optic,accessibility_hatching_gland,accessibility_PSM,accessibility_neural_crest,accessibility_neural_telencephalon,accessibility_endoderm,accessibility_lateral_plate_mesoderm,accessibility_endocrine_pancreas,accessibility_epidermis,accessibility_neurons,accessibility_fast_muscle,accessibility_hemangioblasts,accessibility_differentiating_neurons,accessibility_optic_cup,accessibility_hindbrain,accessibility_pharyngeal_arches,accessibility_tail_bud,accessibility_hematopoietic_vasculature,accessibility_midbrain_hindbrain_boundary,accessibility_muscle,accessibility_floor_plate,accessibility_pronephros,accessibility_enteric_neurons,accessibility_heart_myocardium,accessibility_somites,accessibility_neural_posterior,accessibility_15somites,accessibility_0somites,accessibility_10somites,accessibility_5somites,accessibility_30somites,accessibility_20somites,timepoint,timepoint_contrast,celltype,celltype_contrast,associated_gene,association_type,n_overlapping_genes,celltype_timepoint,leiden_0.7,leiden_0.5,leiden_0.3,leiden_1,optic_cup_subclust,linked_gene,link_score,link_zscore,link_pvalue,is_linked,hemato_manual,leiden,timepoint_numeric,leiden_0.7_integer,leiden_integer,Pseudotime,leiden_0.7_sub,leiden_1_sub
1-5528586-5529671,11223.0,0.9491865288046515,True,44534.0,3.594327456645625e-06,37158.50067278078,1.5577242748524278,-11.387882881525677,1.9539749654244523,1,exonic,PSM,12,fn1b,fn1b,13937.0,10000-20000bp,12.593068909341993,1.5360256733411561,2.1860787366928895,26.770558168760495,-1.4932192363801273,-1.7464731821273136,-1.2948435404245715,-1.5382354039694823,35.50118868483611,1.0001443566604125,-1.1283701761051066,3.2638275224469537,-0.11211290275531564,-1.3852034728754337,0.34464229244985417,-1.0868542301507162,1.6355003750582866,-0.2983406359972953,-1.750660539035585,-1.2232788334114928,-0.2958321525306649,-1.0960660188249427,47.864304877023585,-0.1758794722250162,-0.9465681449788275,18.637426927302073,-0.5259075672272617,11.402616663668535,-0.5088803051094011,0.7067155622167853,14.724692945274919,-1.45900672419585,24.640387008569725,50.35564888549687,32.85555562473883,40.6300068748284,-7.178941561525352,18.798402324641177,0somites,1.7394051950225504,tail_bud,5.050099601357897,fn1b,single_overlap,1,tail_bud_0somites,8,11,4,14,unassigned,fn1b,0.293427693558521,15.0571048337944,1.5503567636392e-51,Linked,unassigned,3,0.0,0,3,0.045901438934492694,5,5
1-5537334-5538259,14955.0,0.961380014169036,True,40526.0,4.467714180553093e-06,42951.496120571835,1.609195468990108,-11.115627050082042,2.4063967342446824,1,exonic,NMPs,12,fn1b,fn1b,5269.0,0-10000bp,14.186410826335113,2.2369942274645274,0.04450146360031226,53.34361827204265,-1.0564297409641095,-1.5006182729581325,-1.217748649720433,-1.2013375645007038,43.59144751402214,0.983124241652902,-1.524641427721668,10.157671016143393,-0.34565281837325,-1.240519139049534,0.2428447662498413,-1.7832227441348552,0.1848009894501783,2.6286469157659855,-2.346734102156635,-1.609841518090804,-0.7524382141514898,-0.4203104255593834,51.427378239179895,0.7985606648217193,-1.2926212609688195,19.140255049266635,-0.34242215701893564,22.513376286449805,-0.4663328968646424,-0.3746820176383606,4.71872848173858,-1.2421295955597653,36.14729124151202,57.41157098406346,37.70662695415547,52.75443736501722,-3.9322322807753034,27.39298214477929,0somites,1.4548850099788053,NMPs,3.7394464804321945,fn1b,single_overlap,1,NMPs_0somites,8,11,4,14,unassigned,fn1b,0.311844436258127,13.5439475920836,4.3019067809986794e-42,Linked,unassigned,3,0.0,0,3,0.0,7,4
1-5562263-5563093,10401.0,0.9454913440922298,True,47532.0,4.494166460871384e-06,23148.328002165028,1.52389934052697,-11.692167140577823,1.5714845185210449,1,intergenic,muscle,12,,cpo,13472.0,10000-20000bp,9.481410782826583,0.41673721247407236,-0.22414720539042426,6.81904865387561,1.793234473782863,-1.4775231363492256,-1.5276058922227342,-1.286437319217232,38.53582168813665,-1.2624766355305836,-1.0499157840105235,17.516495173251656,-0.7281802548757002,0.19351271612520574,0.06077960157737511,-1.4518018387947,20.57240846674677,11.729811963415104,-0.6944168183135855,-1.3474147127693339,-0.715944332677934,-0.7770630564715395,22.902744642544107,-1.046063415389803,-1.4828316093112432,28.513607265471943,-0.431178650978702,32.245236098638124,-0.49389293902436826,7.155469214485557,32.49814946531514,-1.2714447725074387,46.343990495539195,37.76703437116972,44.67069542863017,44.79385078178579,5.633463016558685,33.95709495114814,15somites,0.8968698377129517,PSM,3.509160057659913,cpo,nearest_only,0,PSM_15somites,8,11,4,14,unassigned,fn1b,0.249027577926053,3.61025630581245,0.000152947291689,Linked,unassigned,3,15.0,0,3,0.0727870203741813,7,8
1-5605594-5607081,11121.0,0.9487371144477353,True,,4.8748439973359135e-06,12282.348478742382,0.8750507724927834,-11.577337551449672,1.7916632218513504,1,exonic,PSM,12,nrp2a,cpo,30187.0,30000-40000bp,5.634182794841545,14.710804793325856,-0.09090718968373646,40.156501925679954,4.665960983694748,-1.2014064525786186,0.9804267693370677,-0.774568694708145,20.589382694126478,13.32936358438329,-0.494512475545798,13.232397922194417,6.136056354742021,1.8313126107408526,4.691828025528846,4.155690779948217,3.5448236640358597,0.5605252434807925,3.739651405361163,4.095994042612769,-0.3368377167517729,4.269868715169709,25.175342541814118,0.27681344591249235,1.4375719022890985,7.7283825526796,0.6312486690131065,24.023834580561108,6.377839812901454,8.420762040414132,15.871241854110494,-0.004360342470077216,29.55851303780915,56.574703553609616,41.137572158613665,53.09603686636459,14.818546777168546,38.179844443595464,0somites,1.6653846866199606,NMPs,4.797397670942826,nrp2a,single_overlap,1,NMPs_0somites,8,11,4,14,unassigned,,,,,Not linked,unassigned,3,0.0,0,3,0.0,7,4
1-5633881-5634569,3232.0,0.844852177006838,True,31373.0,2.6324214661418472e-06,6584.828058972978,1.7529399507947012,-11.471932693779111,1.8825820739696053,1,intronic,unassigned,9,nrp2a,,,,0.5654771095798281,-0.973778706013271,-0.8656344294836008,2.106043974198597,-0.7819096722217773,-0.6935415332392552,-1.0119294052184407,-1.693455937804372,23.12513426745974,0.6568602492218176,-0.5723305368654419,-0.016381012489684543,3.1142738929511835,-0.9620649573638995,-0.3228631785756575,-0.3542053842149659,14.677371188665575,0.030770176766604596,-0.3691761049580956,-1.187837120471468,-0.36008157795493034,0.623497847626059,5.326201316774048,-1.8165023844625265,-0.6874555160728609,14.705683457820902,-0.7774045335920755,1.3587042968373244,0.1600518846116986,-0.7235005407116181,14.663103157175767,-0.5706492274096068,9.288380645742947,0.4280544717388377,6.905575550371065,3.7175116569197124,16.744757919050965,29.288190816742066,20somites,3.949899166435957,PSM,5.631596623882642,nrp2a,single_overlap,1,PSM_20somites,11,12,4,8,unassigned,,,,,Not linked,unassigned,2,20.0,1,2,0.433433108175516,6,6
1-7111659-7112538,4761.0,0.8903990737070755,True,,2.4526809507012806e-06,19995.37900669591,1.1305898253310134,-11.385751285297088,2.001224103533071,1,intronic,muscle,12,CABZ01075319.1,CABZ01075319.1,19826.0,10000-20000bp,0.0002585267820137127,-1.7037285650760725,-2.2224741032543944,-0.5892122563466499,-1.990561683306023,-1.6159286657486736,-1.1064026667647069,-0.8696088289275056,42.05000381524904,-1.5752483839891407,-1.4892808210234536,1.1552503253115314,0.03243086268536266,1.4161370973366285,-1.3858572604473056,-1.1755177519547035,-0.7693176898195301,-0.8848455713609028,-1.9737814549572448,-2.001436464549196,-1.24154562394486,-1.841231600728277,21.81021126204774,0.5985067168656157,-1.8494542164306222,30.764207203595586,-1.5076006634679915,0.22425782801855965,0.06586601058270367,-0.7663878688258625,0.8707679879727981,-1.6355247192554379,12.353422219162136,18.075877913734573,15.783415107139074,16.010366749194677,-3.4442434248436014,10.01411221188217,0somites,1.1091240673176495,PSM,5.921377829189074,CABZ01075319.1,single_overlap,1,PSM_0somites,8,11,4,14,unassigned,,,,,Not linked,unassigned,3,0.0,0,3,0.41736705762980014,5,5
1-7179332-7179916,991.0,0.5432233620563204,True,8494.0,1.5135910250513865e-06,1845.2869624314417,2.6736224003240427,-11.68373718337393,1.6356468253128968,1,intergenic,muscle,9,,ERBB4,10231.0,10000-20000bp,-1.9804439789978887,-1.9042207754125229,-2.2224741032543944,0.26934614048784733,-0.5166880673827374,-1.943350257614319,-2.067493429197479,-1.5314772683335645,3.477618014335303,-2.4669236163254116,-1.567687002821624,-2.381304448979244,-1.8605201260416928,-1.051735803755047,-2.6976000974216623,-2.4593980601220227,12.413117252592478,-1.3148498390163776,-2.0454502504626415,-2.071135168640509,-1.6374105239102306,-2.0739230566242908,-1.9114981052089677,-1.70246124633698,-2.1592146059199537,26.24225089539003,-2.314933381371464,-2.0946372539238407,-2.0047649401413623,-2.242117912024887,-0.11532843686550817,-2.1195699923842866,-2.4527910026503994,-1.5947606237897922,-2.223843784757076,-4.106141769804817,-0.20238514817228292,0.5236428834891111,20somites,2.0842914319564567,muscle,9.922814488837474,ERBB4,nearest_only,0,muscle_20somites,11,12,4,8,unassigned,,,,,Not linked,unassigned,0,20.0,1,0,8.262443827278746,0,0
1-7243921-7244565,716.0,0.41240165159776165,True,23823.0,1.2452156846815834e-06,581.1173646864005,1.9219471656982217,-11.878492610842908,1.7264698020214393,1,intronic,unassigned,9,ERBB4,,,,-2.053431586205975,-0.5502024742352245,0.3181745747105563,-1.9510548745876117,-0.6759518692799839,-2.040713878989083,-1.695720852351458,-0.4312355549744901,-1.744490904238021,-1.8520815140318032,-0.3783518952306247,-2.28028991161003,-0.6106769607399469,-2.223367849315778,-2.2645662294368165,-1.709961756062107,4.365061203053012,-0.5631531701556503,-1.6456207819964876,-1.579091882917365,-1.6838446629178214,-1.4205206601409623,-2.1128905987442708,-1.7435792481772383,-1.2959976864448857,12.529500717323272,-1.8870653780804272,-2.911525613255219,1.686381238765783,0.529426815346583,-2.1687152167695487,-2.2281905181238653,-3.870314410480581,-9.20868647242759,-8.849713825199487,-10.178422883544936,7.7046671966326965,0.12872141520640706,30somites,3.5886837311362223,muscle,9.6722892353425,ERBB4,single_overlap,1,muscle_30somites,11,12,4,8,unassigned,,,,,Not linked,unassigned,0,30.0,1,0,9.23219431718851,0,9
1-7542010-7542778,12170.0,0.9528411413876292,True,,4.626221530995834e-06,27095.680566825606,0.8172993494695098,-11.547475298383295,1.8342691509306643,1,intronic,muscle,9,mylz3,mylz3,3486.0,0-10000bp,10.038417866575966,0.5200169220479397,-0.2584211903243526,5.307504287232193,0.9580263501247555,-0.8090884681536848,-0.8107213050830251,-1.23441897367489,41.11621525332912,1.0027188962366316,-0.18221886798702153,2.354910840527801,3.6337684149647083,1.3027102812465998,6.044897273023001,-0.07886791836590952,22.700308174433545,5.418227457055535,-0.8906874372502812,-0.710130611953677,-0.3113124113018145,5.492900491217485,25.561556819584553,0.7661623911102526,-0.157386702667625,31.24515518433564,-0.4148022672091076,19.233798469783697,1.7528169653964947,5.521464280398996,33.20525792053733,-0.7435473458172781,48.35081350181824,26.412720536185663,40.47607948494968,45.2130689396894,18.450988152417402,37.6715604243132,15somites,1.5011351924148693,PSM,4.319649189816958,mylz3,single_overlap,1,PSM_15somites,11,12,4,8,unassigned,,,,,Not linked,unassigned,1,15.0,1,1,3.2734861683518885,1,8
1-7616515-7617186,14162.0,0.9593685728285328,True,,4.245608107526349e-06,37906.092967498815,0.669915532814749,-11.539412537654828,1.7926949531306313,1,intergenic,PSM,12,,mxb,13116.0,10000-20000bp,12.51164106256675,1.0988697153821525,0.8337765033344018,11.846629776876574,-0.07547459065670392,0.8782272461873643,3.6089385176536606,-0.498627172793093,49.12444195041444,1.985598452964318,1.6945973147704994,2.644991616732427,1.5500140175904864,0.34899802998957885,2.058419702253405,0.3159837034638229,6.160226450854687,2.712377832521578,2.489385993645821,1.1848700304059585,0.9042920574504887,0.2597878048840503,45.71993824363085,0.4158256874224189,0.9615915203245415,21.69478240175447,0.56212828140241,6.75829986742557,7.868853643212109,1.5932961589747177,10.09184574083632,0.40806390977531326,32.115881328184884,57.551252354285,34.77589482601311,48.7178821471941,1.1538188577033222,25.397861957870983,0somites,1.865193278184446,PSM,4.966596882879207,mxb,nearest_only,0,PSM_0somites,8,11,4,14,unassigned,,,,,Not linked,unassigned,3,0.0,0,3,0.10797082235001865,5,5
1-7776632-7777128,2879.0,0.8278087617074,True,,2.8466681740468966e-06,5470.781693325068,0.596862008820565,-11.64548856726283,1.6436555881363677,1,intronic,muscle,9,BX908756.3,BX908756.2,24766.0,20000-30000bp,-0.4739196303654916,-1.1988275434755533,0.9466431602068325,-1.4918779608488304,2.1332035503453537,1.669875062808725,-0.21251300702861245,1.7218566474403558,1.1745277570006283,-0.20961022716133657,0.8226923489194196,-1.7733010569338548,3.134634656068796,-0.4846450887987495,3.555044376599225,-1.0905623482682993,21.538814469520712,-1.3844960072489307,8.447462318221508,-1.0933837465970289,4.06525539020342,4.20829182856586,-1.4581490714692762,-1.6156492733136238,2.998769721157038,21.461902157630966,-0.09751886414386218,-0.9718152538117832,7.609907541750263,-0.5825814391516951,7.382729809506983,-1.081221235840286,15.927242128004334,0.8413861881771849,7.710777295247078,11.712363218225795,17.80113197986871,23.658638231965764,20somites,2.1150144415128875,fast_muscle,4.42167298811814,BX908756.3,single_overlap,1,fast_muscle_20somites,11,12,4,8,unassigned,,,,,Not linked,unassigned,0,20.0,1,0,7.856221671670182,0,0
1-8485146-8485692,3803.0,0.8659684099158285,True,,2.1236309223056968e-06,18380.379303370537,1.1815664711815954,-11.432595630606532,1.9512744304348204,1,exonic,muscle,12,myo15ab,alkbh5,23333.0,20000-30000bp,0.336235016729733,-1.8972553699258687,-0.8464931124514652,-1.1019014019051623,-2.2011827559110486,-2.062691168807653,-2.197719313694675,-1.8821739617887197,32.530924771467895,-2.037024986211715,-2.0352366968629303,-1.1872956105883476,-0.9940156120819916,-2.274283114248568,-1.863471603844847,-1.7245961245918544,4.25873307190542,-1.6096892640734421,-1.61392476099561,-1.960034130620617,-0.9130429819997616,-1.8472708341432198,11.361772333938672,2.537141138016221,-2.135564897904768,35.3987212078521,-1.6347218576001694,0.49892133469804445,-1.7496886148437438,-1.4736714394442485,3.08486912186786,-1.9593050283541487,7.028350010060499,21.34558310152812,10.520728289845842,16.352851137778316,-9.379397188896036,2.9369480032646362,0somites,1.8348061141588297,muscle,5.3590235089666445,myo15ab,single_overlap,1,muscle_0somites,8,11,4,14,unassigned,,,,,Not linked,unassigned,3,0.0,0,3,0.4756075210676527,5,5
