Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Nuclear receptors in lipid metabolism and toxicity_WP1326	2/16	0.0472827703237090057886149452315294183790683746337890625	0.16154946527267244338332830011495389044284820556640625	0.1479706203640007711186399319558404386043548583984375	0.55152685772036658118366858616354875266551971435546875	-2.0884130944313095	6.373020849639554	rarga;cyp26a1
Neural crest development_WP548	5/58	0.0088740730635233321110799664666046737693250179290771484375	0.040426332844939620592139561949807102791965007781982421875	0.088949935212235875514608096636948175728321075439453125	0.405216371522407914351759927740204147994518280029296875	-1.3445620562976224	6.35254665489148	bmp7a;dlx4b;dlx3b;bmp2b;tfap2a
Wnt Signaling Pathway_WP1349	4/52	0.0272928024047325683276721264292064006440341472625732421875	0.11190048985940352632706407121077063493430614471435546875	0.16194491835249547051489571458660066127777099609375	0.55331180437102622793332784567610360682010650634765625	-1.3486697157924648	4.856738021262226	wnt2bb;fosl1a;lef1;wnt5b
CRD motif and sFRPs influence on Wnt signaling_WP4231	1/10	0.1994903720516298106790742394878179766237735748291015625	0.421053187666278194711821925011463463306427001953125	0.3480197853429143339809570534271188080310821533203125	0.7927117332810826866307252203114330768585205078125	-2.4714726264905877	3.9839874395496895	ror2
Endochondral Ossification_WP1383	3/45	0.07619772470357689952979995950954617001116275787353515625	0.219330534917153541218937107259989716112613677978515625	0.275033969322773963472883451686357147991657257080078125	0.7927117332810826866307252203114330768585205078125	-1.3978756121667533	3.598724072440347	frzb;enpp1;adamts5
Alpha6-Beta4 Integrin Signaling Pathway_WP1329	3/46	0.0802428786282269046470361217870959080755710601806640625	0.219330534917153541218937107259989716112613677978515625	0.285563148746848682879573289028485305607318878173828125	0.7927117332810826866307252203114330768585205078125	-1.2570579532658552	3.1711766553012413	lama1;lamc1;lamb1a
Wnt Signaling Pathway and Pluripotency_WP1344	4/72	0.07412466055805337628026308038897695951163768768310546875	0.219330534917153541218937107259989716112613677978515625	0.3276436614863882379466986094485037028789520263671875	0.7927117332810826866307252203114330768585205078125	-1.0258766158020545	2.6693381364716755	wnt2bb;fosl1a;lef1;wnt5b
Small Ligand GPCRs_WP1317	1/10	0.1994903720516298106790742394878179766237735748291015625	0.421053187666278194711821925011463463306427001953125	0.3480197853429143339809570534271188080310821533203125	0.7927117332810826866307252203114330768585205078125	-0.8929515992604709	1.4394284271847557	lpar1
Integrin-mediated cell adhesion_WP1386	3/71	0.2053917988615991119250026031295419670641422271728515625	0.421053187666278194711821925011463463306427001953125	0.54117155768880509381091314935474656522274017333984375	0.9956395246725551206878890297957696020603179931640625	-0.7683677343570198	1.2162000419721402	cav1;itga9;itga5
Id Signaling Pathway_WP1374	2/46	0.2686855092513609211124503417522646486759185791015625	0.50073208542299074697012883916613645851612091064453125	0.55222349056958830448849084859830327332019805908203125	0.9956395246725551206878890297957696020603179931640625	-0.8578966752617005	1.1274595585913108	myf5;bmp2b
Delta-Notch Signaling Pathway_WP1382	3/65	0.1719874779871509995476941412562155164778232574462890625	0.41479332926312884044506290592835284769535064697265625	0.48347216952191829353324692419846542179584503173828125	0.9956395246725551206878890297957696020603179931640625	-0.631834020929033	1.112238661225811	hes6;lef1;notch2
Exercise-induced Circadian Regulation_WP562	2/46	0.2686855092513609211124503417522646486759185791015625	0.50073208542299074697012883916613645851612091064453125	0.55222349056958830448849084859830327332019805908203125	0.9956395246725551206878890297957696020603179931640625	-0.7211265171883422	0.9477143439326656	tob1a;gfra1b
Glycogen Metabolism_WP1388	1/28	0.463829246370269066002123281577951274812221527099609375	0.6791785393278939597649923598510213196277618408203125	0.6776275272759872958516780272475443780422210693359375	0.9956395246725551206878890297957696020603179931640625	-1.1477831129527731	0.8817715190574047	phkg2
G Protein Signaling Pathways_WP1371	2/61	0.389485711981901461253841034704237245023250579833984375	0.61418900735607540042337859631516039371490478515625	0.7009778779345039456671884181560017168521881103515625	0.9956395246725551206878890297957696020603179931640625	-0.7274518909891835	0.6859348274604237	pde4d;arhgef1a
p38 MAPK Signaling Pathway_WP1363	1/33	0.5203504816057071824531021775328554213047027587890625	0.69378627664791991946913185529410839080810546875	0.73516804706750471520848577711149118840694427490234375	0.9956395246725551206878890297957696020603179931640625	-0.6971173481255529	0.45539378385455803	hspb1
MAPK Signaling Pathway_WP1337	6/203	0.289758883833539204744056405615992844104766845703125	0.51652670596413507997368697033380158245563507080078125	0.8222530112661858847644680281518958508968353271484375	0.9956395246725551206878890297957696020603179931640625	-0.36089308264638637	0.44704047623602666	fgf8a;fgf17;ngfb;hspb1;dusp2;dusp4
Regulation of Actin Cytoskeleton_WP1380	3/101	0.38397037842039949406824916877667419612407684326171875	0.61418900735607540042337859631516039371490478515625	0.7678002634211100740913025219924747943878173828125	0.9956395246725551206878890297957696020603179931640625	-0.4135433204628365	0.39583947669830405	fgf8a;fgf17;fn1a
Monoamine GPCRs_WP1389	1/28	0.463829246370269066002123281577951274812221527099609375	0.6791785393278939597649923598510213196277618408203125	0.6776275272759872958516780272475443780422210693359375	0.9956395246725551206878890297957696020603179931640625	-0.2368587948425818	0.18196411584515368	htr5aa
PPAR Signaling Pathway_WP4020	1/56	0.71277501626240746812612769645056687295436859130859375	0.885568959598748595141159967170096933841705322265625	0.89339109578653730370234598012757487595081329345703125	0.9956395246725551206878890297957696020603179931640625	-0.4783065900522321	0.16194956696793053	pltp
Transformation Growth Factor (TGF) beta Receptor Signaling Pathway_WP1367	4/127	0.30604149561159676995458767123636789619922637939453125	0.52282088833647788472802631076774559915065765380859375	0.7462276884955529876464197513996623456478118896484375	0.9956395246725551206878890297957696020603179931640625	-0.07523976794724613	0.08908648701435486	lef1;cav1;hoxd9a;foxh1
Cell cycle_WP1393	1/86	0.8529886077331443328120030855643562972545623779296875	0.8902424078899777715179197912220843136310577392578125	0.96791265627303324503571957393432967364788055419921875	0.9956395246725551206878890297957696020603179931640625	-0.1826162864027218	0.029037648992199884	cdh1
IL-6 Signaling Pathway_WP1322	1/81	0.83561571904178177927491333321086131036281585693359375	0.8902424078899777715179197912220843136310577392578125	0.96076054262262500227365080718300305306911468505859375	0.9956395246725551206878890297957696020603179931640625	-0.07945425557376921	0.014268906726091254	hspb1
TNF-alpha NF-kB Signaling Pathway_WP1369	2/137	0.807250651967164056799219906679354608058929443359375	0.8902424078899777715179197912220843136310577392578125	0.97360204144595119402083582826890051364898681640625	0.9956395246725551206878890297957696020603179931640625	-0.059786702601266895	0.012801592236786	cav1;hspb1
Insulin Signaling_WP1313	2/139	0.8136463077910096597378242222475819289684295654296875	0.8902424078899777715179197912220843136310577392578125	0.97537460870098546816819862215197645127773284912109375	0.9956395246725551206878890297957696020603179931640625	-0.03989386474590305	0.008227292526438237	stxbp4;enpp1
IL-3 Signaling Pathway_WP1359	2/75	0.493737256538152757823212368748500011861324310302734375	0.69378627664791991946913185529410839080810546875	0.80091737834724174849299060952034778892993927001953125	0.9956395246725551206878890297957696020603179931640625	-0.0015102840510329936	0.0010658856462107736	gata2a;hspb1
EGFR1 Signaling Pathway_WP1323	1/135	0.950874492642097113304089361918158829212188720703125	0.950874492642097113304089361918158829212188720703125	0.99563952467255500966558656728011555969715118408203125	0.9956395246725551206878890297957696020603179931640625	0.3946260855513482	-0.019878578430537464	cav1
Electron Transport Chain_WP1339	1/91	0.868529178429246595527501995093189179897308349609375	0.8902424078899777715179197912220843136310577392578125	0.97377286519038863676911432776250876486301422119140625	0.9956395246725551206878890297957696020603179931640625	0.25312053529602113	-0.03567837661545819	ucp2
FAS pathway and Stress induction of HSP regulation_WP511	1/35	0.54125753988366087643413493424304760992527008056640625	0.69378627664791991946913185529410839080810546875	0.755226934817362138829821560648269951343536376953125	0.9956395246725551206878890297957696020603179931640625	0.0875949062949473	-0.05377101524516885	hspb1
Apoptosis_WP1351	1/69	0.785101998847036686157707663369365036487579345703125	0.8902424078899777715179197912220843136310577392578125	0.936514874915990613857275093323551118373870849609375	0.9956395246725551206878890297957696020603179931640625	0.3296751469804043	-0.079762144014536	tp63
Androgen Receptor Signaling Pathway_WP1348	2/82	0.5414917281154496553341459730290807783603668212890625	0.69378627664791991946913185529410839080810546875	0.83895555228340501496830938776838593184947967529296875	0.9956395246725551206878890297957696020603179931640625	0.13775214804053842	-0.08450095421205342	etv5a;cav1
T Cell Receptor Signaling Pathway_WP1345	1/84	0.84627086387037397940957816899754106998443603515625	0.8902424078899777715179197912220843136310577392578125	0.96522135543605214191842378568253479897975921630859375	0.9956395246725551206878890297957696020603179931640625	0.8628872689784954	-0.1440295192944621	skap1
