Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
T Cell Receptor Signaling Pathway_WP1345	2/84	0.486961928413173594787366482705692760646343231201171875	0.8614366694521360390268682749592699110507965087890625	0.50853436662057494022093351304647512733936309814453125	0.87550007884082869935582493781112134456634521484375	-0.768279591094275	0.5528304342260661	src;git2a
IL-4 signaling Pathway_WP1376	1/45	0.586277577574156882889155895099975168704986572265625	0.8614366694521360390268682749592699110507965087890625	0.601425693303449637738822275423444807529449462890625	0.87550007884082869935582493781112134456634521484375	-0.872908266065706	0.466099773461542	src
FAS pathway and Stress induction of HSP regulation_WP511	1/35	0.496545528236481403805413492591469548642635345458984375	0.8614366694521360390268682749592699110507965087890625	0.51242969569173146826557285749004222452640533447265625	0.87550007884082869935582493781112134456634521484375	-0.6373284561459962	0.44618097016520697	lmna
Alpha6-Beta4 Integrin Signaling Pathway_WP1329	1/46	0.5943218923049311541717543150298297405242919921875	0.8614366694521360390268682749592699110507965087890625	0.60939717943880733486139433807693421840667724609375	0.87550007884082869935582493781112134456634521484375	-0.6229808015554616	0.3241582170926429	src
Exercise-induced Circadian Regulation_WP562	1/46	0.5943218923049311541717543150298297405242919921875	0.8614366694521360390268682749592699110507965087890625	0.60939717943880733486139433807693421840667724609375	0.87550007884082869935582493781112134456634521484375	-0.5465196123001237	0.28437284533815405	myf6
Canonical wnt signaling_WP566	3/152	0.56817622455629590572101506040780805051326751708984375	0.8614366694521360390268682749592699110507965087890625	0.5956104276681306597396314828074537217617034912109375	0.87550007884082869935582493781112134456634521484375	-0.4239263699303603	0.23965560442487838	wnt16;wif1;fgf18b
Kit Receptor Signaling Pathway_WP1341	1/46	0.5943218923049311541717543150298297405242919921875	0.8614366694521360390268682749592699110507965087890625	0.60939717943880733486139433807693421840667724609375	0.87550007884082869935582493781112134456634521484375	-0.4407474340696568	0.2293359635793813	src
G Protein Signaling Pathways_WP1371	1/61	0.69785358135570063620178871133248321712017059326171875	0.8614366694521360390268682749592699110507965087890625	0.71182123520867346400109454407356679439544677734375	0.87550007884082869935582493781112134456634521484375	-0.5917648980324695	0.212885035512307	akap6
IL-5 Signaling Pathway_WP1315	1/49	0.61753075302042248484468700553406961262226104736328125	0.8614366694521360390268682749592699110507965087890625	0.63238734192569356906687971786595880985260009765625	0.87550007884082869935582493781112134456634521484375	-0.4359623238598411	0.21014535354188177	rap1gap
Glycolysis and Gluconeogenesis_WP1356	1/47	0.60221019066612446746233899830258451402187347412109375	0.8614366694521360390268682749592699110507965087890625	0.61721263387137448308550347064738161861896514892578125	0.87550007884082869935582493781112134456634521484375	-0.3813612820985926	0.19340689396152722	eno1a
Estrogen Signaling_WP1330	1/61	0.69785358135570063620178871133248321712017059326171875	0.8614366694521360390268682749592699110507965087890625	0.71182123520867346400109454407356679439544677734375	0.87550007884082869935582493781112134456634521484375	-0.5018569728104223	0.18054102200733033	src
Toll-like receptor signaling pathway_WP1384	1/65	0.720695928602669066975749956327490508556365966796875	0.8614366694521360390268682749592699110507965087890625	0.73435941249320590973326261519105173647403717041015625	0.87550007884082869935582493781112134456634521484375	-0.15728875287723368	0.05151803823831459	akt3a
Wnt Signaling Pathway_WP1349	1/52	0.6394150598752759151466307230293750762939453125	0.8614366694521360390268682749592699110507965087890625	0.65405205879217509501444283159798942506313323974609375	0.87550007884082869935582493781112134456634521484375	-0.11104265057378683	0.0496584387343571	wnt16
Cell cycle_WP1393	1/86	0.81518903934436692804155200064997188746929168701171875	0.877895888524702794342147171846590936183929443359375	0.8271853659822829829550983049557544291019439697265625	0.89081500951938175081323834092472679913043975830078125	-0.1826162864027218	0.03731494317052258	ywhag2
TNF-alpha NF-kB Signaling Pathway_WP1369	2/137	0.7476540262433097883132404604111798107624053955078125	0.8614366694521360390268682749592699110507965087890625	0.7682587283200879024747109724557958543300628662109375	0.87550007884082869935582493781112134456634521484375	-0.10174228337408586	0.02958817601136997	src;tnip2
Insulin Signaling_WP1313	2/139	0.7548062769216967726748634959221817553043365478515625	0.8614366694521360390268682749592699110507965087890625	0.77527548264572565539509696463937871158123016357421875	0.87550007884082869935582493781112134456634521484375	-0.0778880216467632	0.021909444806596984	ppp1r3ab;myo1cb
Wnt Signaling Pathway and Pluripotency_WP1344	1/72	0.7566029590577427743625094080925919115543365478515625	0.8614366694521360390268682749592699110507965087890625	0.76972321316622938081053462155978195369243621826171875	0.87550007884082869935582493781112134456634521484375	-0.03302316899173458	0.00921071185900291	wnt16
Noncanonical Wnt Pathway_WP215	2/135	0.7403236773418029326165878956089727580547332763671875	0.8614366694521360390268682749592699110507965087890625	0.7610583363807188472804909906699322164058685302734375	0.87550007884082869935582493781112134456634521484375	-0.0036944019312654475	0.0011107876514952905	src;wif1
FGF signaling pathway_WP152	1/116	0.8976276926172894743416463825269602239131927490234375	0.91952105097380865128542382080922834575176239013671875	0.9071499320257536691514133053715340793132781982421875	0.9292755401239427559545447365962900221347808837890625	0.09886569827089703	-0.010677484819130683	fgf18b
Regulation of Actin Cytoskeleton_WP1380	1/101	0.86243627330836114541767756236367858946323394775390625	0.9055580869737791527285253323498181998729705810546875	0.87319486533165235897513412055559456348419189453125	0.9168546085982349769238908265833742916584014892578125	0.15949592267273355	-0.023604442582638167	myl1
EGFR1 Signaling Pathway_WP1323	1/135	0.92961151978342970725321947611519135534763336181640625	0.9296115197834298182755219386308453977108001708984375	0.9376256701470471188741839796421118080615997314453125	0.93762567014704722989648644215776585042476654052734375	0.44174561815449426	-0.03224235038966228	src
ERK1 - ERK2 MAPK cascade_WP402	2/126	0.70506052911744065969656958259292878210544586181640625	0.8614366694521360390268682749592699110507965087890625	0.7263060280195470230779619669192470610141754150390625	0.87550007884082869935582493781112134456634521484375	0.356035593205921	-0.12442433658606299	hgfa;fgf18b
IL-3 Signaling Pathway_WP1359	1/75	0.77054552591682845541498636521282605826854705810546875	0.8614366694521360390268682749592699110507965087890625	0.78342882326761931199854416263406164944171905517578125	0.87550007884082869935582493781112134456634521484375	0.48178061227955243	-0.12557926732401933	src
Nodal Signaling Pathway_WP341	1/77	0.7793950818852659612190336702042259275913238525390625	0.8614366694521360390268682749592699110507965087890625	0.7921191189512259978044994568335823714733123779296875	0.87550007884082869935582493781112134456634521484375	0.5821122735279614	-0.14508403094324895	myod1
