Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Insulin Signaling_WP1313	8/139	0.0246897049883859458219159677128118346445262432098388671875	0.1512244430538639272665335511192097328603267669677734375	0.07858959843576594772596166649236693046987056732177734375	0.427876702594725710770973137186956591904163360595703125	-1.1037302579699872	4.085312877686198	jun;foxo1b;cyth3a;pik3cb;ptprfa;mink1;cblb;sgk1
Alpha6-Beta4 Integrin Signaling Pathway_WP1329	3/46	0.10928761626597872924637755431831465102732181549072265625	0.38250665693092555930121534402132965624332427978515625	0.189625693981188392367442929753451608121395111083984375	0.69824239418292766146123540238477289676666259765625	-1.3363175972296546	2.9583027345849864	ar;lama5;pik3cb
Oxidative Stress_WP1372	2/28	0.156330859845797587315274768116069026291370391845703125	0.450600713673181274554480069127748720347881317138671875	0.23516149141318554161017573278513737022876739501953125	0.7177677336385286377407055624644272029399871826171875	-1.5489674643217488	2.8745438031746833	nfixa;junba
Delta-Notch Signaling Pathway_WP1382	4/65	0.081329145606967967463418744955561123788356781005859375	0.332094011228452556938606221592635847628116607666015625	0.160404686386249328844399997251457534730434417724609375	0.69824239418292766146123540238477289676666259765625	-0.9960034854414439	2.4992225746398957	jag1b;jun;mef2cb;zfpm1
MAPK Signaling Pathway_WP1337	9/203	0.072314035101088247614598003565333783626556396484375	0.3221261563593931231963551908847875893115997314453125	0.1994978269094078993095564555915188975632190704345703125	0.69824239418292766146123540238477289676666259765625	-0.8677060717343484	2.279235683267741	jun;tgfbr2b;pdgfab;fgf10a;tgfb3;gna12a;flna;nfatc1;cacna1c
IL-6 Signaling Pathway_WP1322	4/81	0.1477407553914157622987346485388115979731082916259765625	0.450600713673181274554480069127748720347881317138671875	0.264170673483085927113478419414605014026165008544921875	0.7177677336385286377407055624644272029399871826171875	-1.1664505858989531	2.230599015806012	ar;jun;ppp2r3a;sgk1
Transformation Growth Factor (TGF) beta Receptor Signaling Pathway_WP1367	6/127	0.10216489942653027289676259670159197412431240081787109375	0.38250665693092555930121534402132965624332427978515625	0.22255297461231993150221342148142866790294647216796875	0.7177677336385286377407055624644272029399871826171875	-0.8276374474197065	1.887979324093936	ar;jun;tgfbr2b;tgfb3;mef2cb;junba
Hypertrophy Model_WP1327	1/15	0.3181735632386857304254590417258441448211669921875	0.59767544924677629136766654482926242053508758544921875	0.39440620364887368776152243299293331801891326904296875	0.8165595128768294852505960079724900424480438232421875	-1.454202362632734	1.665291830915589	hbegfa
Nuclear receptors in lipid metabolism and toxicity_WP1326	1/16	0.3353684856410861225839425969752483069896697998046875	0.59767544924677629136766654482926242053508758544921875	0.413162396747825566567513533300370909273624420166015625	0.8165595128768294852505960079724900424480438232421875	-1.4789540201809273	1.6157948243885707	nr1i2
Signaling of Hepatocyte Growth Factor Receptor_WP444	2/30	0.17427573611635371886308121247566305100917816162109375	0.45576015425224325472441933015943504869937896728515625	0.25826124784073611895252042813808657228946685791015625	0.7177677336385286377407055624644272029399871826171875	-0.8990685201384465	1.5707774854901757	itga1;jun
ErbB Signaling Pathway_WP1366	2/33	0.20174354939835381639312572588096372783184051513671875	0.470734948596158886413576283302973024547100067138671875	0.292966421893276984800280615672818385064601898193359375	0.7177677336385286377407055624644272029399871826171875	-0.8189857310590444	1.310997916313992	jun;nrg1
Neural crest development_WP548	3/58	0.1796431903646445171762735526499454863369464874267578125	0.45576015425224325472441933015943504869937896728515625	0.288831119051086659954563629071344621479511260986328125	0.7177677336385286377407055624644272029399871826171875	-0.603348133311061	1.035817619940784	twist1a;bmp7b;twist1b
Id Signaling Pathway_WP1374	2/46	0.323362009227297464430961326797842048108577728271484375	0.59767544924677629136766654482926242053508758544921875	0.4383868385976847914520249105407856404781341552734375	0.8165595128768294852505960079724900424480438232421875	-0.6867452188503886	0.7753235481360174	elk3;bmp6
Wnt Signaling Pathway and Pluripotency_WP1344	3/72	0.272479089403162788585177622735500335693359375	0.58049892959804250125444013974629342555999755859375	0.40831945385669199399814033313305117189884185791015625	0.8165595128768294852505960079724900424480438232421875	-0.5942012041453937	0.7725764862539728	jun;ppp2r3a;nkd2a
Canonical wnt signaling_WP566	6/152	0.186024552756017647059394448660896159708499908447265625	0.45576015425224325472441933015943504869937896728515625	0.358052151111190763987934815304470248520374298095703125	0.8165595128768294852505960079724900424480438232421875	-0.4239263699303603	0.7129918459125106	jag1b;jun;postnb;vegfaa;twist1a;sox9a
MAPK Cascade_WP1343	1/27	0.498210186177638736371164895899710245430469512939453125	0.7585680845214077816507369789178483188152313232421875	0.58520868917812773890574362667393870651721954345703125	0.874329463357204961226898376480676233768463134765625	-1.0027487409545384	0.6986483695671314	jun
EGFR1 Signaling Pathway_WP1323	5/135	0.254353608855162949264894223233568482100963592529296875	0.56651485608649931879909900089842267334461212158203125	0.43341075407935669705494774461840279400348663330078125	0.8165595128768294852505960079724900424480438232421875	-0.5006450339084269	0.6853979802920614	jun;wnk1b;pik3cb;cblb;errfi1a
Glycogen Metabolism_WP1388	1/28	0.5108723834531929686164630766143091022968292236328125	0.7585680845214077816507369789178483188152313232421875	0.5981211692152630376995148253627121448516845703125	0.874329463357204961226898376480676233768463134765625	-0.927055591231086	0.6226434073565692	ppp2r3a
G Protein Signaling Pathways_WP1371	2/61	0.457073386281279303577917971779243089258670806884765625	0.74655319759275629021288978037773631513118743896484375	0.58451945300986973830248416561516933143138885498046875	0.874329463357204961226898376480676233768463134765625	-0.5917648980324695	0.46329943644674304	gna12a;pde4ba
Nodal Signaling Pathway_WP341	3/77	0.3069291648099896629986460538930259644985198974609375	0.59767544924677629136766654482926242053508758544921875	0.449940956074987685742172516256687231361865997314453125	0.8165595128768294852505960079724900424480438232421875	-0.38577036654228297	0.4556481516629541	jun;gata5;junba
Peptide GPCRs_WP1338	1/34	0.580422279260016438229285995475947856903076171875	0.76209653983196823379131501496885903179645538330078125	0.66767515287918788313703544190502725541591644287109375	0.874329463357204961226898376480676233768463134765625	-0.7072987581599848	0.3847700807255487	ednraa
Selenium metabolism Selenoproteins_WP1358	1/32	0.558411325140925729471064187237061560153961181640625	0.76209653983196823379131501496885903179645538330078125	0.64592320360521837674383505145669914782047271728515625	0.874329463357204961226898376480676233768463134765625	-0.6402085781514437	0.3730235756793924	jun
IL-7 Signaling Pathway_WP1346	1/35	0.59101364313499582525679443278932012617588043212890625	0.76209653983196823379131501496885903179645538330078125	0.67805142056273037809432935318909585475921630859375	0.874329463357204961226898376480676233768463134765625	-0.3453889343149532	0.1816456279170658	cblb
Integrin-mediated cell adhesion_WP1386	2/71	0.53736549924461496363647938778740353882312774658203125	0.76209653983196823379131501496885903179645538330078125	0.6656182096507932133278018227429129183292388916015625	0.874329463357204961226898376480676233768463134765625	-0.2718457735447291	0.16883709884717152	itga1;zyx
Androgen Receptor Signaling Pathway_WP1348	3/82	0.34152882814101503949899552026181481778621673583984375	0.59767544924677629136766654482926242053508758544921875	0.490399958861980234114952281743171624839305877685546875	0.85529310660304813662691003628424368798732757568359375	-0.1545601024433625	0.16604750188770023	ar;jun;flna
Toll-like receptor signaling pathway_WP1384	2/65	0.490170338534095917371047335109324194490909576416015625	0.7585680845214077816507369789178483188152313232421875	0.6185601485042118152790635576820932328701019287109375	0.874329463357204961226898376480676233768463134765625	-0.20197305767190232	0.1440072584198948	jun;pik3cb
Adipogenesis_WP1331	2/92	0.67788958683450939446402117027901113033294677734375	0.82619169951675985874572916145552881062030792236328125	0.79483761280880671495907563439686782658100128173828125	0.92603562146745310723616739778663031756877899169921875	0.08652562100446547	-0.03363863970749558	gata4;mef2cb
Estrogen Signaling_WP1330	1/61	0.78971060842301821214306301044416613876819610595703125	0.85787508188681227405680829178891144692897796630859375	0.85956186279235280434107835390022955834865570068359375	0.92948054949327973961459292695508338510990142822265625	0.2513992715579416	-0.05935253200074989	jun
TNF-alpha NF-kB Signaling Pathway_WP1369	2/137	0.86330309188433462797007678091176785528659820556640625	0.86330309188433462797007678091176785528659820556640625	0.93526574737723600083683095363085158169269561767578125	0.93526574737723600083683095363085158169269561767578125	0.5275914282181985	-0.0775503697831732	flna;ppp1r13l
Noncanonical Wnt Pathway_WP215	3/135	0.66500247579776872175472135495510883629322052001953125	0.82619169951675985874572916145552881062030792236328125	0.80873507630597030182428852640441618859767913818359375	0.92603562146745310723616739778663031756877899169921875	0.27338574291364903	-0.11153168210563903	jun;limk2;capgb
Calcium Regulation in the Cardiac Cell_WP1365	2/119	0.8053521176896605293649145096424035727977752685546875	0.85787508188681227405680829178891144692897796630859375	0.89581367049539417646286665330990217626094818115234375	0.92948054949327973961459292695508338510990142822265625	0.5755841252071298	-0.12459996715874033	itpr2;cacna1c
T Cell Receptor Signaling Pathway_WP1345	3/84	0.35534621802221744157890270798816345632076263427734375	0.60041257527891911394135604496113955974578857421875	0.50619387941813054343498379239463247358798980712890625	0.85529310660304813662691003628424368798732757568359375	0.12886218194574872	-0.13332889345184704	jun;fybb;cblb
IL-3 Signaling Pathway_WP1359	1/75	0.8530727524222239122053679238888435065746307373046875	0.86330309188433462797007678091176785528659820556640625	0.9105115586872944977159249901887960731983184814453125	0.92948054949327973961459292695508338510990142822265625	1.1463055947341074	-0.18215993224110028	mmp2
Apoptosis_WP1351	1/69	0.82866309495165879628331140338559634983539581298828125	0.86330309188433462797007678091176785528659820556640625	0.89140892288482731498078237564186565577983856201171875	0.92948054949327973961459292695508338510990142822265625	1.1859742300463896	-0.22289390121333924	jun
IL-5 Signaling Pathway_WP1315	1/49	0.71410980156202186197589298899401910603046417236328125	0.83312810182235874645328976839664392173290252685546875	0.79380076988814263216909239417873322963714599609375	0.92603562146745310723616739778663031756877899169921875	0.7013306949049618	-0.23615105098794606	jun
FAS pathway and Stress induction of HSP regulation_WP511	1/35	0.59101364313499582525679443278932012617588043212890625	0.76209653983196823379131501496885903179645538330078125	0.67805142056273037809432935318909585475921630859375	0.874329463357204961226898376480676233768463134765625	0.45005658751541905	-0.23669203994504134	jun
Kit Receptor Signaling Pathway_WP1341	1/46	0.69130325877932963241079278304823674261569976806640625	0.82619169951675985874572916145552881062030792236328125	0.77309150366970069701011425422620959579944610595703125	0.92603562146745310723616739778663031756877899169921875	0.6893741917499763	-0.25450087680450706	cblb
Wnt Signaling Pathway_WP1349	1/52	0.73523449015267694495179284785990603268146514892578125	0.83782534924374818530168340657837688922882080078125	0.81264350455307099441171203579870052635669708251953125	0.92603562146745310723616739778663031756877899169921875	0.9203132371084448	-0.28305687373501137	jun
IL-2 Signaling Pathway_WP1319	1/59	0.77866335289659704965714581703650765120983123779296875	0.85787508188681227405680829178891144692897796630859375	0.85025704095732745901869975568843074142932891845703125	0.92948054949327973961459292695508338510990142822265625	1.626992735709515	-0.40703531464390214	pik3cb
