Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Calcium Regulation in the Cardiac Cell_WP1365	10/119	0.0209216570214688472872932578638938139192759990692138671875	0.154330683996274198310771907927119173109531402587890625	0.12416212741651132256404110876246704719960689544677734375	0.6085113062159985819477014956646598875522613525390625	-1.2194258672320109	4.7154837767420625	camk2g1;plcb3;camk2b1;grk6;adcy5;calr;adcy7;atp2b1a;atp1b3a;prkcbb
Signaling of Hepatocyte Growth Factor Receptor_WP444	4/30	0.0303601345566441062351348278980367467738687992095947265625	0.154330683996274198310771907927119173109531402587890625	0.09458748886665924171524011399014852941036224365234375	0.6085113062159985819477014956646598875522613525390625	-1.1531623082133726	4.029869709597934	pak1;rap1b;fosab;ptk2ab
ERK1 - ERK2 MAPK cascade_WP402	10/126	0.029662469244380700039709353177386219613254070281982421875	0.154330683996274198310771907927119173109531402587890625	0.1590478707370752697869420444476418197154998779296875	0.6085113062159985819477014956646598875522613525390625	-1.125975795758269	3.961039506084779	igf2a;mycb;fgf22;fosab;rras2;atf3;igf1rb;fgfrl1a;igf1ra;nr2f5
IL-3 Signaling Pathway_WP1359	7/75	0.0300162576542968122239596340250500361435115337371826171875	0.154330683996274198310771907927119173109531402587890625	0.1264947769799385779432299159452668391168117523193359375	0.6085113062159985819477014956646598875522613525390625	-1.0889148007948501	3.817752847394226	rxraa;pak1;dnm2a;bcl2l11;gab2;prkcbb;ptk2ab
Striated Muscle Contraction_WP1316	3/24	0.06897064562899053730138376749891904182732105255126953125	0.2337338546315790577256876758838188834488391876220703125	0.1596095229419012551108636444041621871292591094970703125	0.6085113062159985819477014956646598875522613525390625	-1.1619184884628286	3.1070563577373975	tpm2;tpm4a;dmd
Cholesterol Biosynthesis_WP1387	2/16	0.1323364808940415138227564284534309990704059600830078125	0.322901013381461321483101301055285148322582244873046875	0.236739291306804933157081904937513172626495361328125	0.67749939202642661673081647677463479340076446533203125	-1.45693019518131	2.9465065568470483	hmgcs1;fdft1
EGFR1 Signaling Pathway_WP1323	10/135	0.0443338472763422919431519630961702205240726470947265625	0.182772083449925071274577703661634586751461029052734375	0.210271415294858654565501865363330580294132232666015625	0.67749939202642661673081647677463479340076446533203125	-0.8776012947335953	2.734611643147126	pik3c2b;pak1;pik3r3b;dnm2a;krt8;fosab;gab2;grb10b;bcar1;prkcbb
Endochondral Ossification_WP1383	4/45	0.10413967104848166622677041459610336460173130035400390625	0.293483956703563142465185364926583133637905120849609375	0.243968161631402835620718860809574835002422332763671875	0.67749939202642661673081647677463479340076446533203125	-1.0887088101077556	2.462683595778316	hmgcs1;sox5;hdac4;sox6
Delta-Notch Signaling Pathway_WP1382	6/65	0.044943954946702883990194976604470866732299327850341796875	0.182772083449925071274577703661634586751461029052734375	0.1561832727475925552962365827625035308301448822021484375	0.6085113062159985819477014956646598875522613525390625	-0.7775018067339974	2.412074186194761	smad1;numbl;ncor2;fbxw7;tp53;dld
Integrin-mediated cell adhesion_WP1386	6/71	0.064032682274867191996037263379548676311969757080078125	0.2297643305156999160576702934122295118868350982666015625	0.2029600903879500706228355966231902129948139190673828125	0.67749939202642661673081647677463479340076446533203125	-0.874765297388225	2.4041714095818643	pak1;rap1b;bcar1;tln1;ptk2ab;pak2a
G Protein Signaling Pathways_WP1371	5/61	0.09611805409869435268266357752509065903723239898681640625	0.293160065001017766661561836372129619121551513671875	0.251451275972709942241323233247385360300540924072265625	0.67749939202642661673081647677463479340076446533203125	-0.9309823804242546	2.1805265548492945	plcb3;prkd3;adcy5;adcy7;prkcbb
Nodal Signaling Pathway_WP341	6/77	0.0872189099842716475396997566349455155432224273681640625	0.28001860573897741080173773298156447708606719970703125	0.254190638890829878615562620325363241136074066162109375	0.67749939202642661673081647677463479340076446533203125	-0.7314427379959416	1.784233223201531	smad1;tcf7l1a;tcf7l1b;bambia;smad7;sult2st1
Cell cycle_WP1393	6/86	0.1294233364349690607042475676280446350574493408203125	0.322901013381461321483101301055285148322582244873046875	0.336571619790539122707428987268940545618534088134765625	0.7332453145436745867158379041939042508602142333984375	-0.7129636815703553	1.457773005176253	cdc14b;ccnd2a;si:ch211-160f23.5;tp53;hdac4;mdm2
IL-7 Signaling Pathway_WP1346	3/35	0.1629057934840472399162791816706885583698749542236328125	0.34266391043196142707216722556040622293949127197265625	0.311590334229340404359476224271929822862148284912109375	0.7332453145436745867158379041939042508602142333984375	-0.7617989020088015	1.3823474888614522	ccnd2a;bcl2l11;foxo3b
Kit Receptor Signaling Pathway_WP1341	4/46	0.11065788531445823472676437404516036622226238250732421875	0.293483956703563142465185364926583133637905120849609375	0.2554505904361936696744805885828100144863128662109375	0.67749939202642661673081647677463479340076446533203125	-0.582012637297111	1.2811913743772099	ptprub;grb10b;prkcbb;plce1
Effect of L-carnitine on metabolism_WP3992	2/24	0.248705511707474735683121025431319139897823333740234375	0.45972837012593814609573428242583759129047393798828125	0.391048010486057917578506248901248909533023834228515625	0.79513095465498440095331034171977080404758453369140625	-0.8660291369471139	1.2050672173025394	acsl1a;acaca
Regulation of Actin Cytoskeleton_WP1380	7/101	0.1095378088175232578205253730629920028150081634521484375	0.293483956703563142465185364926583133637905120849609375	0.320816807472871057260732641225331462919712066650390625	0.7332453145436745867158379041939042508602142333984375	-0.5281511690899505	1.1679986540030363	pik3c2b;pak1;pik3r3b;rras2;bcar1;ptk2ab;pak2a
Wnt Signaling Pathway and Pluripotency_WP1344	5/72	0.1603374657047982043689415831977385096251964569091796875	0.34266391043196142707216722556040622293949127197265625	0.3646283905762157662167055605095811188220977783203125	0.766976959487902121281877043657004833221435546875	-0.42153103948272935	0.7716018289537653	ccnd2a;nkd1;axin2;tp53;prkcbb
IL-6 Signaling Pathway_WP1322	5/81	0.2226664616422417974916925231809727847576141357421875	0.4381501341992499742872269052895717322826385498046875	0.45865624979233154956403950563981197774410247802734375	0.84131312110238354318170195256243459880352020263671875	-0.3900246356666789	0.5858483275540983	fosab;gab2;foxo3b;ptk2ab;hsp90aa1.2
Mitochondrial LC-Fatty Acid Beta-Oxidation_WP498	1/13	0.411495802957862533144606231871875934302806854248046875	0.60025228625271498383852986080455593764781951904296875	0.52429666876767899719169463423895649611949920654296875	0.85460032076263592326625939676887355744838714599609375	-0.6049160166952969	0.5371390837478839	acsl1a
Insulin Signaling_WP1313	8/139	0.192713799425117404684471011933055706322193145751953125	0.391851392164405398776949596140184439718723297119140625	0.491335574389012597062986742457724176347255706787109375	0.84323770667538322509670933868619613349437713623046875	-0.26785880615106394	0.4410426749097699	xbp1;shc1;tbc1d4;fosab;prkcbb;foxo3b;grb10a;igf1ra
Apoptosis_WP1351	5/69	0.1413551949395890350302806837134994566440582275390625	0.33164103428134350526335083486628718674182891845703125	0.33319383950196834742740747969946824014186859130859375	0.7332453145436745867158379041939042508602142333984375	-0.19727813490635593	0.3859706155378815	igf2a;tnfrsfa;tp53;igf1ra;mdm2
PPAR Signaling Pathway_WP4020	3/56	0.388590087614178625319283355565858073532581329345703125	0.60025228625271498383852986080455593764781951904296875	0.59484750731195268347306637224392034113407135009765625	0.869762334054748453837646593456156551837921142578125	-0.2591512223307053	0.2449575747504989	acsl1a;apoa1a;lpl
EPO Receptor Signaling_WP1336	1/20	0.55771191416194287882035496295429766178131103515625	0.70198679254404083849294693209230899810791015625	0.672446626182125140047673994558863341808319091796875	0.869762334054748453837646593456156551837921142578125	-0.36127528937322156	0.2109532415054703	ptprub
Hypertrophy Model_WP1327	1/15	0.457608525828692880299541911881533451378345489501953125	0.63441181989886963332736513621057383716106414794921875	0.57235404332464134835589675276423804461956024169921875	0.869762334054748453837646593456156551837921142578125	-0.23137231660388038	0.18087327415738833	atf3
FAS pathway and Stress induction of HSP regulation_WP511	3/35	0.1629057934840472399162791816706885583698749542236328125	0.34266391043196142707216722556040622293949127197265625	0.311590334229340404359476224271929822862148284912109375	0.7332453145436745867158379041939042508602142333984375	-0.09363593431528858	0.1699101932631029	pak1;ripk2;pak2a
Small Ligand GPCRs_WP1317	1/10	0.3348833124091807889044503099285066127777099609375	0.56824185524390402601824234807281754910945892333984375	0.4419924097594540857159017832600511610507965087890625	0.84131312110238354318170195256243459880352020263671875	-0.14921263058959458	0.16323460837265913	s1pr2
MAPK Cascade_WP1343	1/27	0.66763402929817317055238845568965189158916473388671875	0.7521834799846109920196113307611085474491119384765625	0.77470962304317303459555432709748856723308563232421875	0.869762334054748453837646593456156551837921142578125	-0.16664973390508428	0.0673290115596792	plcb3
Oxidative Stress_WP1372	1/28	0.68092999934871090150778627503314055502414703369140625	0.7521834799846109920196113307611085474491119384765625	0.78645818254389343593402372789569199085235595703125	0.869762334054748453837646593456156551837921142578125	-0.1304649063213522	0.050137111513631955	fosab
Selenium metabolism Selenoproteins_WP1358	1/32	0.72900917009175703054069117570179514586925506591796875	0.7521834799846109920196113307611085474491119384765625	0.8276765836400985509868633016594685614109039306640625	0.869762334054748453837646593456156551837921142578125	0.12070923488646894	-0.03815244330485905	fosab
Hypothetical Network for Drug Addiction_WP1333	1/23	0.6086820151046519189463879229151643812656402587890625	0.714030825411226199861403074464760720729827880859375	0.720950071618956744856632212758995592594146728515625	0.869762334054748453837646593456156551837921142578125	0.12881777710397638	-0.06395278220183358	camk2b1
IL-4 signaling Pathway_WP1376	2/45	0.541598439349388893759851271170191466808319091796875	0.70198679254404083849294693209230899810791015625	0.70746503116630898855277109760208986699581146240234375	0.869762334054748453837646593456156551837921142578125	0.21229237550782132	-0.13018414661712674	prkd3;ptk2ab
FGF signaling pathway_WP152	5/116	0.49590705277338731349345835042186081409454345703125	0.6722295604261472323770476577919907867908477783203125	0.75970370597994107964012755473959259688854217529296875	0.869762334054748453837646593456156551837921142578125	0.24452418559450204	-0.17150113662823585	bmp4;fosab;atf3;fgfrl1a;nr2f5
TCA Cycle_WP19	2/30	0.33830942162447341647890652893693186342716217041015625	0.56824185524390402601824234807281754910945892333984375	0.49764848262809502354997448492213152348995208740234375	0.84323770667538322509670933868619613349437713623046875	0.18354104899614035	-0.19892075256933014	pcxb;suclg2
Androgen Receptor Signaling Pathway_WP1348	5/82	0.2300081125849397223337433615597547031939029693603515625	0.43845296461504135177023044889210723340511322021484375	0.468928624876738364690709204296581447124481201171875	0.84131312110238354318170195256243459880352020263671875	0.13775214804053842	-0.2024461630761668	ncor2;calr;tp53;ctdp1;mdm2
Estrogen Signaling_WP1330	2/61	0.70620447548942966164986501098610460758209228515625	0.7521834799846109920196113307611085474491119384765625	0.84594258956611645405843091793940402567386627197265625	0.869762334054748453837646593456156551837921142578125	0.7692629395611918	-0.26758846591269847	fosab;hdac4
p38 MAPK Signaling Pathway_WP1363	1/33	0.73985260326355184457014502186211757361888885498046875	0.7521834799846109920196113307611085474491119384765625	0.83668177889239725431025362922810018062591552734375	0.869762334054748453837646593456156551837921142578125	0.9322960093942434	-0.2809047940819931	shc1
G13 Signaling Pathway_WP1381	2/33	0.382019309428261788497138695674948394298553466796875	0.60025228625271498383852986080455593764781951904296875	0.54638381163512794724823606884456239640712738037109375	0.85460032076263592326625939676887355744838714599609375	0.293815109487715	-0.28273361507845685	sh3rf1;pfn1
Toll-like receptor signaling pathway_WP1384	2/65	0.7387589447315490165379969766945578157901763916015625	0.7521834799846109920196113307611085474491119384765625	0.869762334054748453837646593456156551837921142578125	0.869762334054748453837646593456156551837921142578125	1.0045031717841506	-0.3041470889825476	pik3r3b;fosab
TNF-alpha NF-kB Signaling Pathway_WP1369	5/137	0.64379237125295940558089569094590842723846435546875	0.74096857823453821101367111623403616249561309814453125	0.86880836021729634932597718943725340068340301513671875	0.869762334054748453837646593456156551837921142578125	0.6954137513094744	-0.3062456191668927	rasal2;traf4a;ripk2;ptk2ab;hsp90aa1.2
Alpha6-Beta4 Integrin Signaling Pathway_WP1329	3/46	0.278491047892879983738367855039541609585285186767578125	0.499645703572519916946248486055992543697357177734375	0.467593168500435918399915635745855979621410369873046875	0.84131312110238354318170195256243459880352020263671875	0.24887528204632953	-0.31815453606038424	pak1;pik3r3b;ptk2ab
MAPK Signaling Pathway_WP1337	9/203	0.423128660801094180765602459359797649085521697998046875	0.60025228625271498383852986080455593764781951904296875	0.78059966674479408510478606331162154674530029296875	0.869762334054748453837646593456156551837921142578125	0.483795232500217	-0.41610211180718804	rap1b;fgfr1b;fgf22;fosab;rras2;tp53;rapgef2;nfatc3a;pak2a
Exercise-induced Circadian Regulation_WP562	2/46	0.55355786624107883309164890306419692933559417724609375	0.70198679254404083849294693209230899810791015625	0.71848951766838198285114458485622890293598175048828125	0.869762334054748453837646593456156551837921142578125	0.7921333251762176	-0.46845892414578316	btg1;qki2
DNA Replication_WP451	1/36	0.76985120126500039550165865875896997749805450439453125	0.76985120126500039550165865875896997749805450439453125	0.86099015841163695217375106949475593864917755126953125	0.869762334054748453837646593456156551837921142578125	1.9667784892460314	-0.5144267030007784	prim2
Wnt Signaling Pathway_WP1349	3/52	0.34467128924630241471049885149113833904266357421875	0.56824185524390402601824234807281754910945892333984375	0.5462620923045644616422578110359609127044677734375	0.85460032076263592326625939676887355744838714599609375	0.5077708820355521	-0.5408593150428745	ccnd2a;fzd10;prkcbb
ErbB Signaling Pathway_WP1366	1/33	0.73985260326355184457014502186211757361888885498046875	0.7521834799846109920196113307611085474491119384765625	0.83668177889239725431025362922810018062591552734375	0.869762334054748453837646593456156551837921142578125	1.8443825000272784	-0.555720373312791	ptk2ab
Glycolysis and Gluconeogenesis_WP1356	2/47	0.56529476117876853447086205051164142787456512451171875	0.70198679254404083849294693209230899810791015625	0.7291659580607967594545471001765690743923187255859375	0.869762334054748453837646593456156551837921142578125	1.10782538823547	-0.6319124448574331	pcxb;hk2
One Carbon Metabolism_WP1355	1/21	0.57539901028200068910933850929723121225833892822265625	0.70198679254404083849294693209230899810791015625	0.689478311590377312967348188976757228374481201171875	0.869762334054748453837646593456156551837921142578125	1.2763397499055098	-0.7054221920449387	dnmt3bb.1
IL-5 Signaling Pathway_WP1315	2/49	0.58809610845043225335615488802432082593441009521484375	0.70340907089169346644297320381156168878078460693359375	0.74950003448201318878574284099158830940723419189453125	0.869762334054748453837646593456156551837921142578125	1.3837065061638436	-0.7345612086825299	prkcbb;foxo3b
Neural crest development_WP548	3/58	0.41029418612028589752327434325707145035266876220703125	0.60025228625271498383852986080455593764781951904296875	0.61785839158059763231989336418337188661098480224609375	0.869762334054748453837646593456156551837921142578125	0.9532011049607179	-0.8491886100942333	msx3;id2a;sox9b
IL-2 Signaling Pathway_WP1319	3/59	0.421058117189093084054007931626983918249607086181640625	0.60025228625271498383852986080455593764781951904296875	0.62903243202090430852280178442015312612056732177734375	0.869762334054748453837646593456156551837921142578125	1.449421905072733	-1.2537273503095447	gab2;foxo3b;hsp90aa1.2
