Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
BMP signaling pathway_WP211	2/66	0.1503330477870435666343240654896362684667110443115234375	0.368999299113652423631748433763277716934680938720703125	0.14423431102560024807957006487413309514522552490234375	0.343815288956512532525522374271531589329242706298828125	-1.440085014013524	2.7288201569364308	admp;nog2
Oxidative Stress_WP1372	1/28	0.253920883604887237527947263515670783817768096923828125	0.52737414287168882243150846989010460674762725830078125	0.251977211262850830930659640216617844998836517333984375	0.52333728493053632835341204554424621164798736572265625	-1.6982835230586328	2.3278924912012173	cyp1a
Noncanonical Wnt Pathway_WP215	3/135	0.166210713417687283577350854102405719459056854248046875	0.373974105189796401926827229544869624078273773193359375	0.152806795091783353957026747593772597610950469970703125	0.343815288956512532525522374271531589329242706298828125	-0.9734749088884661	1.7468996898209062	fgf3;tdgf1;lhx1a
FAS pathway and Stress induction of HSP regulation_WP511	1/35	0.306649087136420417376569957923493348062038421630859375	0.54476540044898136283535450274939648807048797607421875	0.302987554703310013604067307824152521789073944091796875	0.52927160076458734661031257928698323667049407958984375	-0.939379857163056	1.1103951097777573	fadd
Id Signaling Pathway_WP1374	1/46	0.382113039664471187961680698208510875701904296875	0.54476540044898136283535450274939648807048797607421875	0.3764849539260597399703556220629252493381500244140625	0.52927160076458734661031257928698323667049407958984375	-1.0718359957758403	1.0311478138844925	egf
IL-5 Signaling Pathway_WP1315	1/49	0.401235785405592182417677804551203735172748565673828125	0.54476540044898136283535450274939648807048797607421875	0.395205418225453630753918332629837095737457275390625	0.52927160076458734661031257928698323667049407958984375	-1.118338135118723	1.0212731296271804	shc2
FGF signaling pathway_WP152	2/116	0.340278871685121109269545058850781060755252838134765625	0.54476540044898136283535450274939648807048797607421875	0.327652061781011305630073593420092947781085968017578125	0.52927160076458734661031257928698323667049407958984375	-0.8479144693325356	0.9140431379546425	fgf3;fgf20a
Calcium Regulation in the Cardiac Cell_WP1365	2/119	0.35160654139755076474926909213536418974399566650390625	0.54476540044898136283535450274939648807048797607421875	0.33879258535257139595131548048811964690685272216796875	0.52927160076458734661031257928698323667049407958984375	-0.8415290267185075	0.8796019110199754	cacna1aa;arrb1
TNF-alpha NF-kB Signaling Pathway_WP1369	2/137	0.417949712566187681073159865263733081519603729248046875	0.54476540044898136283535450274939648807048797607421875	0.404507548397541605300631317732040770351886749267578125	0.52927160076458734661031257928698323667049407958984375	-0.6891204141935513	0.6011846238870199	fadd;map3k8
Estrogen Signaling_WP1330	1/61	0.472013987308621929539498296435340307652950286865234375	0.54476540044898136283535450274939648807048797607421875	0.464849993031328623249720521926064975559711456298828125	0.53684474428182971106338072786456905305385589599609375	-0.7843280644485588	0.5888316744993907	shc2
EGFR1 Signaling Pathway_WP1323	2/135	0.41073709101517363873057320233783684670925140380859375	0.54476540044898136283535450274939648807048797607421875	0.39732441842447163704576951204217039048671722412109375	0.52927160076458734661031257928698323667049407958984375	-0.642003631717865	0.5712560836648475	cav2;egf
Insulin Signaling_WP1313	2/139	0.425117769738825312941798983956687152385711669921875	0.54476540044898136283535450274939648807048797607421875	0.411655689483567954756182416531373746693134307861328125	0.52927160076458734661031257928698323667049407958984375	-0.6098062182588053	0.5216215575594608	shc2;map3k8
G1 to S cell cycle control_WP445	1/57	0.449398704634210000019578501451178453862667083740234375	0.54476540044898136283535450274939648807048797607421875	0.442534824942824867033408509087166748940944671630859375	0.53684474428182971106338072786456905305385589599609375	-0.45962070608632266	0.36762523250255846	creb3l1
Integrin-mediated cell adhesion_WP1386	1/71	0.52458890413605618885384274108218960464000701904296875	0.54476540044898136283535450274939648807048797607421875	0.51696160560472492750960782359470613300800323486328125	0.53684474428182971106338072786456905305385589599609375	-0.5555726082946095	0.3584223141142118	cav2
Adipogenesis_WP1331	1/92	0.6186419153013227312243316191597841680049896240234375	0.6186419153013227312243316191597841680049896240234375	0.6110494867970686083680220690439455211162567138671875	0.6110494867970686083680220690439455211162567138671875	-0.44280758984638213	0.21264889670501527	lpin1
Apoptosis_WP1351	1/69	0.51450834158898184345076742829405702650547027587890625	0.54476540044898136283535450274939648807048797607421875	0.50694394280985621836776999771245755255222320556640625	0.53684474428182971106338072786456905305385589599609375	-0.2631472951422009	0.17487282738145987	fadd
Delta-Notch Signaling Pathway_WP1382	1/65	0.4937046573069772126274301626835949718952178955078125	0.54476540044898136283535450274939648807048797607421875	0.486309234732378137255892625034903176128864288330078125	0.53684474428182971106338072786456905305385589599609375	-0.1219967706116577	0.086107492275124	egf
