Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Regulation of Actin Cytoskeleton_WP1380	4/101	0.07758437407829836540695822577617946080863475799560546875	0.301717010304493660211022643125033937394618988037109375	0.08155205060090171820252891166092013008892536163330078125	0.317146863447951121717238720520981587469577789306640625	-1.0247851798074445	2.6197498039378457	pik3r5;pik3cd;f2r;pip5k1bb
Id Signaling Pathway_WP1374	2/46	0.1659029580448365404077293305817875079810619354248046875	0.451197315328400405665121297715813852846622467041015625	0.1752258020171793828634321243953309021890163421630859375	0.47104089656777181627234085681266151368618011474609375	-1.28577531628998	2.3097053845416617	flt1;kdr
EPO Receptor Signaling_WP1336	1/20	0.27436548420070139275850351623375900089740753173828125	0.60520385699627488040874823127523995935916900634765625	0.285799624434925403360097106997272931039333343505859375	0.627751286122129936728697430226020514965057373046875	-1.7848077728736766	2.3082815005835293	epor
Signal Transduction of S1P Receptor_WP1391	1/22	0.297280513840938953595838256660499610006809234619140625	0.6120481167313449599731711714412085711956024169921875	0.3084420651213122255285270512104034423828125	0.6350277811321134446842506804387085139751434326171875	-1.5992686978250008	1.9400394244331038	s1pr5b
Adipogenesis_WP1331	3/92	0.1804789261313601567149333959605428390204906463623046875	0.451197315328400405665121297715813852846622467041015625	0.1884163586271087320600514658508473075926303863525390625	0.47104089656777181627234085681266151368618011474609375	-0.9721408006972297	1.6644423761421652	mbnl1;cebpa;gadd45ab
EGFR1 Signaling Pathway_WP1323	4/135	0.1683341871449813009764540083779138512909412384033203125	0.451197315328400405665121297715813852846622467041015625	0.174446131810977067555512576291221193969249725341796875	0.47104089656777181627234085681266151368618011474609375	-0.9247208273367413	1.6476713302848183	cebpa;ptpn6;pik3cd;rps6ka3b
Peptide GPCRs_WP1338	1/34	0.420388709136733818017006569789373315870761871337890625	0.6834867172074317043239943814114667475223541259765625	0.430330819396758379458134413653169758617877960205078125	0.6991840239248194865950836174306459724903106689453125	-1.269688441298059	1.1002808930297676	agtr2
Selenium metabolism Selenoproteins_WP1358	1/32	0.4014764881040335797734996958752162754535675048828125	0.6834867172074317043239943814114667475223541259765625	0.411579612617096579629816233136807568371295928955078125	0.6991840239248194865950836174306459724903106689453125	-1.1936033512699258	1.089289946961707	nfe2l2a
Model of Fgf and Wnt crosstalk in tailbud _WP4021	1/30	0.3819491809753616795575226205983199179172515869140625	0.6834867172074317043239943814114667475223541259765625	0.392228406007586738457604269569856114685535430908203125	0.6991840239248194865950836174306459724903106689453125	-1.033158124072944	0.994381337175804	pik3cd
IL-7 Signaling Pathway_WP1346	1/35	0.429620222244671390310344349927618168294429779052734375	0.6834867172074317043239943814114667475223541259765625	0.43948710075274366460007513524033129215240478515625	0.6991840239248194865950836174306459724903106689453125	-1.085673321326239	0.9172350841148142	lyn
Delta-Notch Signaling Pathway_WP1382	2/65	0.276664620341154243732262330013327300548553466796875	0.60520385699627488040874823127523995935916900634765625	0.28697201651297365998516397667117416858673095703125	0.627751286122129936728697430226020514965057373046875	-0.7046679138315152	0.905462516709654	mfng;hey2
G13 Signaling Pathway_WP1381	1/33	0.41100826281682867335831588206929154694080352783203125	0.6834867172074317043239943814114667475223541259765625	0.4210290719624161237533144230837933719158172607421875	0.6991840239248194865950836174306459724903106689453125	-0.9261784247173297	0.8235041003359617	pik3cd
Alpha6-Beta4 Integrin Signaling Pathway_WP1329	1/46	0.521985594224322113632297259755432605743408203125	0.78857992367672824496338535027462057769298553466796875	0.53121545957451987707287344164797104895114898681640625	0.7989884323709384172929048872902058064937591552734375	-0.6229808015554616	0.4050093436900092	pik3cd
PPAR Signaling Pathway_WP4020	1/56	0.59294258150036949217565052094869315624237060546875	0.78857992367672824496338535027462057769298553466796875	0.6018104758905320483819423316163010895252227783203125	0.7989884323709384172929048872902058064937591552734375	-0.7705137470142678	0.40271495194181395	aqp7
G Protein Signaling Pathways_WP1371	1/61	0.6243790642645212773942375861224718391895294189453125	0.78857992367672824496338535027462057769298553466796875	0.6331145404388791586569595892797224223613739013671875	0.7989884323709384172929048872902058064937591552734375	-0.693530142750005	0.32665104681933577	adcy2b
BMP signaling pathway_WP211	1/66	0.65339479390357479982043287236592732369899749755859375	0.78857992367672824496338535027462057769298553466796875	0.66201898682163473619510796197573654353618621826171875	0.7989884323709384172929048872902058064937591552734375	-0.6445800193152447	0.2743163344150764	gata1a
Calcium Regulation in the Cardiac Cell_WP1365	2/119	0.566793364980188396629046110319904983043670654296875	0.78857992367672824496338535027462057769298553466796875	0.57956433061361656289278698750422336161136627197265625	0.7989884323709384172929048872902058064937591552734375	-0.46363218620500424	0.26323203134912604	gja5a;adcy2b
Integrin-mediated cell adhesion_WP1386	1/71	0.68017563676439174447097002484952099621295928955078125	0.7935382428917903130383137977332808077335357666015625	0.68870303271772537190287266639643348753452301025390625	0.80348687150401298939783600872033275663852691650390625	-0.41370919091966935	0.15944527002049447	itgb2
Toll-like receptor signaling pathway_WP1384	1/65	0.6477761745798240600180406545405276119709014892578125	0.78857992367672824496338535027462057769298553466796875	0.65642127084683032922640677497838623821735382080078125	0.7989884323709384172929048872902058064937591552734375	-0.3360259720559082	0.14590585476497955	pik3cd
Cell cycle_WP1393	1/86	0.748760505999746417415963151142932474613189697265625	0.84537476483842344254782119605806656181812286376953125	0.75703495127903808192826318190782330930233001708984375	0.85471688047633331830610359247657470405101776123046875	-0.4654682304921263	0.13467676167719078	gadd45ab
G1 to S cell cycle control_WP445	1/57	0.599432967532010696487532186438329517841339111328125	0.78857992367672824496338535027462057769298553466796875	0.60827232343253101465307963735540397465229034423828125	0.7989884323709384172929048872902058064937591552734375	-0.188657872726663	0.09654965171345505	gadd45ab
FGF signaling pathway_WP152	1/116	0.845046407915650998887713285512290894985198974609375	0.9133205092729734797529772549751214683055877685546875	0.85273675666145110074722879289765842258930206298828125	0.91997786710423257172664079917012713849544525146484375	-0.22886589820721423	0.038532716869351356	etv2
Insulin Signaling_WP1313	1/139	0.8930766522245201510799006427987478673458099365234375	0.9133205092729734797529772549751214683055877685546875	0.90014559462495358221900687567540444433689117431640625	0.91997786710423257172664079917012713849544525146484375	-0.11588217854762334	0.013104288756294194	pik3cd
Canonical wnt signaling_WP566	1/152	0.9133205092729734797529772549751214683055877685546875	0.9133205092729734797529772549751214683055877685546875	0.91997786710423257172664079917012713849544525146484375	0.91997786710423257172664079917012713849544525146484375	0.6936299655626806	-0.06289032562642051	drl
ERK1 - ERK2 MAPK cascade_WP402	1/126	0.86812313448382727454344376383232884109020233154296875	0.9133205092729734797529772549751214683055877685546875	0.8755621968988542835887756154988892376422882080078125	0.91997786710423257172664079917012713849544525146484375	0.4971795350120343	-0.07031198219533545	kdr
